,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
18839,audi,Audi SQ7,grey,20-Feb,2020,94880,320,435,Automatic,Diesel,"9,5 l/100 km","250,9 g/km",36182,Head Up/7 Sitze/Pano./Bose/Standhzg/Alu-21`
22173,audi,Audi Q8 e-tron,grey,23-Feb,2023,94880,300,408,Automatic,Electric,,487 km Reichweite,5000,"S-Line 55Quattro/Matrix,Pano"
22971,bentley,Bentley Continental GTC,beige,12-Apr,2012,94880,423,575,Automatic,Petrol,,#NAME?,90000,/Massage/Neckwaermer
96323,land-rover,Land Rover Range Rover Velar,black,21-Apr,2021,94880,405,551,Automatic,Petrol,"11,8 l/100 km",270 g/km,18000,SV Autobiography Dynamic Edition
125377,mercedes-benz,Mercedes-Benz E 53 AMG,blue,20-Jun,2020,94880,320,435,Automatic,Petrol,- (l/100 km),#NAME?,7358,"Cabrio €132.715,- ENERGIZING+ Carbon Perf.AGA"
16935,audi,Audi SQ8,grey,19-Nov,2019,94870,320,435,Automatic,Diesel,9 l/100 km,235 g/km,46050,TDI Navi LED Air HUD ACC Nachtsicht
18698,audi,Audi SQ7,brown,20-Feb,2020,94870,320,435,Automatic,Diesel,"9,5 l/100 km",250 g/km,60869,4.0+MATRIX+BOSE+LEDER+HU+PANO+
128837,mercedes-benz,Mercedes-Benz GLE 400,green,23-Apr,2023,94870,243,330,Automatic,Diesel,"8,3 l/100 km",217 g/km,20000,"d 4M AMG/Night/MULTIBEAM/AHK/Fahrassi/22"""
42173,bmw,BMW M3,yellow,22-Jul,2022,94860,375,510,Automatic,Petrol,,#NAME?,32490,Competition M xDrive Limousine Head-Up SHZ DAB
95799,land-rover,Land Rover Range Rover,white,19-Feb,2019,94850,386,525,Automatic,Petrol,"12,7 l/100 km",289 g/km,97500,RANGE ROVER P525 Autobiography | Black-Paket
115862,mercedes-benz,Mercedes-Benz G 350,grey,15-Oct,2015,94850,180,245,Automatic,Diesel,"9,9 l/100 km",262 g/km,72000,"G 700 Brabus Umbau 22"" Stdhzg Einzelstück"
167482,porsche,Porsche Panamera,black,19-May,2019,94850,338,460,Automatic,Petrol,"10,3 l/100 km",235 g/km,63971,"GTS HeadUP, SoftClose, ACC, Nachtsicht"
95864,land-rover,Land Rover Range Rover,grey,20-Jan,2020,94800,221,300,Automatic,Hybrid,"3,3 l/100 km",75 g/km,72300,P400e LWB Plug-in Hybrid Vogue
166785,porsche,Porsche Panamera,grey,18-Jun,2018,94800,404,549,Automatic,Petrol,"9,3 l/100 km",212 g/km,78500,Turbo *Approved*Innodrive*Pano*Alcantara*
166991,porsche,Porsche 991,black,18-Aug,2018,94800,257,349,Automatic,Petrol,"9,3 l/100 km",220 g/km,54900,Carrera 4 Black Edition PDK-PASM-Bose-LED-Chron...
168051,porsche,Porsche Taycan,brown,22-Dec,2022,94800,350,476,Automatic,Electric,,369 km Reichweite,12900,Sport Turismo Sport Chrono ACC Perf+Batterie Heckt
167141,porsche,Porsche 991,silver,18-Jan,2018,94790,272,370,Automatic,Petrol,"7,4 l/100 km",169 g/km,65390,(911) Carrera PDLS*SITZHEIZUNG*RÜCKFAHRKAMERA
128064,mercedes-benz,Mercedes-Benz GLE 350,black,22-Dec,2022,94780,143,194,Automatic,Diesel Hybrid,"0,7 l/100 km",23 g/km,18,de AMG 4Matic AIRMATIC*PANO*BURMESTER*21' AMG Line
97003,land-rover,Land Rover Discovery,black,23-Feb,2023,94777,221,300,Automatic,Diesel,"7,3 l/100 km",194 g/km,4999,"D300 R-Dynamic HSE 221 kW, 5-türig (Dies"
167087,porsche,Porsche Cayenne,black,18-Mar,2018,94690,404,549,Automatic,Petrol,"11,7 l/100 km",267 g/km,51925,Turbo Approved 09/25 Chrono PDCC Matrix Hinterachs
42307,bmw,BMW M3,grey,22-Apr,2022,94680,375,510,Automatic,Petrol,"10,1 l/100 km",229 g/km,27100,Competition M xDrive G80 M Carbon Ext. Paket
85809,jaguar,Jaguar F-Type,grey,23-Jan,2023,94630,331,450,Automatic,Petrol,"11,2 l/100 km",247 g/km,4507,Cabrio P450 R-Dynamic Black Allrad
117771,mercedes-benz,Mercedes-Benz G 63 AMG,grey,16-Jun,2016,94630,420,571,Automatic,Petrol,"13,8 l/100 km",322 g/km,58700,DESIGNO Exclusiv-DriversPackage-Kamera  Xenon/NSW
52064,ferrari,Ferrari 612,grey,6-Apr,2006,94612,397,540,Automatic,Petrol,,#NAME?,61900,Scaglietti F1
97715,maserati,Maserati Levante,grey,22-Mar,2022,94605,316,430,Automatic,Petrol,"11,3 l/100 km",288 g/km,14854,Modena S - Modelljahr 2022 430 HP
42267,bmw,BMW M3,grey,22-Jan,2022,94590,375,510,Automatic,Petrol,"10,1 l/100 km",0 g/km,52927,"Competition xDrive Laser HuD DA PA+ H/K 20"""
42126,bmw,BMW X5 M,blue,22-Mar,2022,94540,390,530,Automatic,Petrol,"11,6 l/100 km",264 g/km,15491,50i Laser HUD DA Prof. Pano PA+ 22'' H/K AHK
23036,bentley,Bentley Continental GT,black,15-Jul,2015,94500,373,507,Automatic,Petrol,"10,6 l/100 km",246 g/km,41000,4.0 V8 4WD Automatik
42242,bmw,BMW X3 M,grey,22-Nov,2022,94500,375,510,Automatic,Petrol,,#NAME?,12500,X3M Compt. Vollausst. Anhk. Laser Garantieverlän.
43009,bmw,BMW M3,red,23-Mar,2023,94500,375,510,Automatic,Petrol,"9,8 l/100 km",223 g/km,200,Lim. Competition CURVED+M-DRIVERS PACK+HUD
127775,mercedes-benz,Mercedes-Benz EQS,grey,22-Aug,2022,94500,245,333,Automatic,Electric,,0 g/km,9900,450+ Electric Art*Digital-Light*Pano-SD*
135105,nissan,Nissan GT-R,white,14-Mar,2014,94500,404,549,Automatic,Petrol,"11,8 l/100 km",275 g/km,38150,3.8 V6 Black Edition LEDER-BOSE-TEMP-KAM
165463,porsche,Porsche 991,white,14-Aug,2014,94500,257,349,Automatic,Petrol,9 l/100 km,213 g/km,49950,"911 Carrera * Glasdach, Sportabgas, PDLS *"
167735,porsche,Porsche 911,black,20-Jan,2020,94500,383,521,Automatic,Petrol,"13,2 l/100 km",303 g/km,3950,Boxster GTS 4.0
167780,porsche,Porsche Panamera,silver,20-Jun,2020,94500,340,462,Automatic,Hybrid,"2,8 l/100 km",64 g/km,47200,ST 4 E-Hybrid Edition 10 Jahre
51949,dodge,Dodge RAM,red,23-Mar,2023,94490,295,401,Automatic,Petrol,"14,9 l/100 km",358 g/km,10,1500 CrewCab 5.7 HEMI V8 MDS 4x4 LIMITED NIGHT EDI
56580,fiat,Fiat,silver,22-Jul,2022,94490,118,160,Automatic,Diesel,,-/-,3000,Ducato BÖCKMANN Compact Stall Pferdetransporter
165226,porsche,Porsche 991,white,13-Jan,2013,94490,294,400,Automatic,Petrol,"9,9 l/100 km",235 g/km,123000,991/911 Carrera 3.8 4S*AERO KIT-CHRONO-SSD-PDK*
166344,porsche,Porsche 911,red,17-Dec,2017,94490,272,370,Automatic,Petrol,"7,4 l/100 km",169 g/km,18500,"991 Carrera PDK, BOSE, kaminrot"
246003,volkswagen,Volkswagen T6.1 California,red,23-May,2023,94490,150,204,Automatic,Diesel,"8,7 l/100 km",238 g/km,100,Ocean Edition 2.0 TDI DSG 204 PS
246403,volkswagen,Volkswagen Touareg,black,23-May,2023,94490,210,286,Automatic,Diesel,"8,6 l/100 km",225 g/km,100,R-Line 3.0 V6 TDI 4MOTION Black Style Klima Navi
128575,mercedes-benz,Mercedes-Benz V 300,blue,23-May,2023,94450,174,237,Automatic,Diesel,"8,3 l/100 km",218 g/km,9000,d long 4M AMG*360°*Burm*AHK*LEDIntelligent
128751,mercedes-benz,Mercedes-Benz Sprinter,grey,23-Jun,2023,94450,140,190,Automatic,Diesel,"12,3 l/100 km",321 g/km,150,319 CDI 4x4 Lang HA 9G-TRONIC H1L2 Delta 4x4
97645,maserati,Maserati Levante,black,21-Jul,2021,94444,316,430,Automatic,Petrol,12 l/100 km,272 g/km,12391,GranSport SQ4 *Facelift*
129134,mercedes-benz,Mercedes-Benz GLC 400,silver,23-Jan,2023,94444,185,252,Automatic,Hybrid,"0,5 l/100 km",184 g/km,6000,e 4M AMG Night+MBUX+360°+Pano+Keyless
165915,porsche,Porsche 911,black,16-Nov,2016,94400,272,370,Automatic,Petrol,"8,3 l/100 km",190 g/km,69500,Carrera
166964,porsche,Porsche 911,black,18-Aug,2018,94400,257,349,Automatic,Petrol,"9,3 l/100 km",220 g/km,56900,991 Carrera 4 Black Edition PDK-PASM-Bose-LED-C...
20867,audi,Audi A8,grey,22-Jul,2022,94388,338,460,Automatic,Petrol,"10,7 l/100 km",253 g/km,10,60 TFSI 460 quattro Leder Pano StandH B&O 20Z
42353,bmw,BMW M4,red,22-Jun,2022,94350,375,510,Automatic,Petrol,,#NAME?,7400,Competition M xDrive Cabrio-HARMAN KARDON-LASERLIC
129166,mercedes-benz,Mercedes-Benz GLC 400,white,23-May,2023,94300,185,252,Automatic,Hybrid,,126 km Reichweite,5100,e 4M AMG/AHK/PANO/DISTRO/NAVI/360/NIGHT
21235,audi,Audi SQ7,black,22-Sep,2022,94290,373,507,Automatic,Petrol,"12,3 l/100 km",279 g/km,18999,tiptronic HuD Panorama-Glasdach Standhe
96627,land-rover,Land Rover Range Rover Sport,black,22-Feb,2022,94199,221,300,Automatic,Diesel,"8,3 l/100 km",208 g/km,20071,HSE DynamicMatrix
1519,aston-martin,Aston Martin Rapide,grey,12-Apr,2012,94000,350,476,Automatic,Petrol,"14,9 l/100 km",355 g/km,19800,B&O*NEW CONDITION*REAR TV*TOUCHTRONIC AUTO
165809,porsche,Porsche Cayman,grey,16-Jun,2016,94000,283,385,Manual,Petrol,"10,3 l/100 km",244 g/km,14350,GT4-sehr gepflegt-Approved
96748,land-rover,Land Rover Defender,grey,23-Jun,2023,93999,221,300,Automatic,Diesel,"9,3 l/100 km",244 g/km,6000,110 D300 X-Dynamic HSE STANDHEIZUNG AHK
128661,mercedes-benz,Mercedes-Benz,blue,23-May,2023,93999,174,237,Automatic,Diesel,,-/-,6000,V 300 d long 4x2 AMG+Avantgarde+MBUX+LED+Sitzklim
14405,audi,Audi R8,white,17-Mar,2017,93998,449,610,Automatic,Petrol,"12,3 l/100 km",287 g/km,149898,Coupe R8 V10 Plus 610PS  KAM/CARBON/B&O/KERAMIK
164504,porsche,Porsche 993,black,Jan-96,1996,93993,210,286,Manual,Petrol,,#NAME?,106500,911 Targa*großer Heckflügel*Leder*
1303,alfa-romeo,Alfa Romeo Stelvio,gold,22-Jul,2022,93990,375,510,Automatic,Petrol,10 l/100 km,229 g/km,20,"Quadrifoglio Sparco, 21"", NP: 109.090"
39153,bmw,BMW i8,grey,19-Feb,2019,93990,275,374,Automatic,Hybrid,"1,8 l/100 km",#NAME?,7161,Coupe | Laser-Paket
41641,bmw,BMW iX,red,21-Aug,2021,93990,385,523,Automatic,Electric,,597 km Reichweite,23900,"xDrive50 Bowers&Wilkins, Panoramadach Sky Lounge"
42687,bmw,BMW M4,white,22-Jun,2022,93990,375,510,Automatic,Petrol,,#NAME?,4380,"xDrive Competition,Keramik,SHD,Sitzbelüft,HK."
42896,bmw,BMW X5,grey,23-Feb,2023,93990,250,340,Automatic,Diesel,"6,5 l/100 km",172 g/km,6100,"xDrive 40d M Sport ACC,HUD,SKYL,LASER,HARMAN."
46912,citroen,Citroen Jumper,yellow,22-Nov,2022,93990,121,165,Manual,Diesel,"6,2 l/100 km",163 g/km,15,L2H2 165 Begleitfahr. BF4*SOFORT
74034,ford,Ford Transit,yellow,22-Jan,2022,93990,96,131,Manual,Diesel,"6,2 l/100 km",163 g/km,15,L2H2 130 Schwertransport BF4
74036,ford,Ford,yellow,22-Jan,2022,93990,96,131,Manual,Diesel,,-/-,15,Transit L2H2 130 Schwertransport BF4
114178,mercedes-benz,Mercedes-Benz S 63 AMG,grey,14-Oct,2014,93990,430,585,Automatic,Petrol,"10,3 l/100 km",242 g/km,48990,Coupé by MOBILISTA
126846,mercedes-benz,Mercedes-Benz GLC 63 AMG,grey,21-Jul,2021,93990,375,510,Automatic,Petrol,,280 g/km,1606,GLC 63 S AMG 4MATIC+*360°*PANO.*BURMESTER*R21
42424,bmw,BMW X5,black,22-Nov,2022,93989,290,394,Automatic,Hybrid,,62 km Reichweite,8950,xDrive45e M Sport AHK Luftfeder ACC+ 21Zoll
128649,mercedes-benz,Mercedes-Benz GLC 300,blue,23-Jan,2023,93989,150,204,Automatic,Hybrid,,119 km Reichweite,2999,e 4M AMG +NIGHT+PANO+BURMESTER+AHK+360°+
41571,bmw,BMW M4,green,21-Nov,2021,93983,375,510,Automatic,Petrol,10 l/100 km,228 g/km,17418,Competition M xDrive Coupé Individual I Carbon Sit
9949,audi,Audi A5,grey,15-Jun,2015,93980,125,170,Manual,Petrol,"6,2 l/100 km",147 g/km,91606,Cabriolet 1.8 TFSI (125kW)
96947,land-rover,Land Rover Range Rover Velar,black,23-Jun,2023,93980,297,404,Automatic,Hybrid,"2,3 l/100 km",52 g/km,950,NEW Range Rover Velar P400e S Hybrid mit ACC
97747,maserati,Maserati Grecale,black,22-Dec,2022,93980,243,330,Automatic,Petrol,"9,2 l/100 km",199 g/km,28269,Modena Pano*Sonos*Luft*360°*ACC*Matrix
164776,porsche,Porsche 997,black,8-Jul,2008,93980,283,385,Automatic,Petrol,"10,8 l/100 km",256 g/km,77500,911/997 Carrera S Cabrio PDK | BOSE |
246347,volkswagen,Volkswagen Touareg,black,23-May,2023,93950,210,286,Automatic,Diesel,"8,1 l/100 km",213 g/km,9990,R-Line 3.0 V6 TDI SCR 4MOTION 8-Gang-Automatik
41822,bmw,BMW M850,silver,21-Apr,2021,93930,390,530,Automatic,Petrol,"11,1 l/100 km",249 g/km,13421,i xDrive Gran Coupe B&W Individual-Lack
21758,audi,Audi TT RS,orange,22-Dec,2022,93900,294,400,Automatic,Petrol,"8,5 l/100 km",193 g/km,6001,quattro S tronic
22949,bentley,Bentley Continental GTC,grey,10-Apr,2010,93900,449,610,Automatic,Petrol,,#NAME?,69976,Speed (CAM/CERAMIC/MASSAGE/XENON
41574,bmw,BMW M4,green,21-Mar,2021,93900,276,375,Automatic,Petrol,"10,2 l/100 km",234 g/km,7000,Competition Race Track Carbon Keramik Garanti
43570,chevrolet,Chevrolet 2500,black,23-Apr,2023,93900,313,426,Automatic,Petrol,,#NAME?,1500,High Country
51888,dodge,Dodge RAM,black,22-Oct,2022,93900,295,401,Automatic,Petrol,"14,9 l/100 km",352 g/km,4950,2022 Limited Optik-Umbau
51943,dodge,Dodge RAM,red,23-Jan,2023,93900,309,420,Automatic,LPG,"14,9 l/100 km",352 g/km,6500,1500 Crew Cab Laramie Night*Klappe*Bügel*LPG
97726,maserati,Maserati Levante,black,22-Apr,2022,93900,316,430,Automatic,Petrol,"12,6 l/100 km",284 g/km,41900,Modena S Pano Navi 21'' LMR
128026,mercedes-benz,Mercedes-Benz E 53 AMG,black,22-Dec,2022,93900,320,435,Automatic,Petrol,"13,4 l/100 km",215 g/km,3058,4M Coupe*Pano*Stdhzg*Burmester*HUD*
128061,mercedes-benz,Mercedes-Benz C 63 AMG,black,22-Apr,2022,93900,350,476,Automatic,Petrol,"11,3 l/100 km",257 g/km,3008,AMG C 63 Cabrio Night-Pak/Burm/360°/Abgasanl. LED
166201,porsche,Porsche 991,grey,17-Sep,2017,93900,272,370,Automatic,Petrol,"7,7 l/100 km",#NAME?,31000,911/991.2 Carrera 4/Turbo Rad/LED/Klappenauspuff
166263,porsche,Porsche 991,grey,17-Jun,2017,93900,331,450,Automatic,Petrol,"9,4 l/100 km",212 g/km,94561,/911 CARRERA GTS*SPORTCHRONO*BOSE*KAMERA*PDK
168029,porsche,Porsche Taycan,blue,22-Mar,2022,93900,350,476,Automatic,Electric,484 km (Ort),385 km Reichweite,13058,Performance Plus Wärmepumpe Luftfederung
9062,audi,Audi R8,black,14-Mar,2014,93890,386,525,Automatic,Petrol,"13,3 l/100 km",315 g/km,57614,Spyder 5.2 FSI quattro|B&O|Keramik|LED|
38920,bmw,BMW i8,grey,19-Jan,2019,93890,275,374,Automatic,Hybrid,"1,8 l/100 km",42 g/km,34197,Coupé Head-Up HK HiFi Navi Prof. Komfortzg.
51799,dodge,Dodge RAM,grey,22-Dec,2022,93890,295,401,Automatic,Petrol,"14,9 l/100 km",352 g/km,25,2022 Limited Night LPG -Box Head-Up
51852,dodge,Dodge RAM,black,22-Nov,2022,93890,295,401,Automatic,LPG,"14,7 kg/100 km",325 g/km,10,1500 LIMITED LPG/Luftfed./Box/BedUtility
127736,mercedes-benz,Mercedes-Benz C 63 AMG,grey,22-Apr,2022,93880,350,476,Automatic,Petrol,"10,9 l/100 km",249 g/km,4278,C 63 Coupé Night-P/Panorama/Totw./360°/Multibeam
168193,porsche,Porsche Taycan,black,22-Jan,2022,93874,350,476,Automatic,Electric,,0 g/km,7888,4 Cross Turismo
167190,porsche,Porsche 991,white,18-Aug,2018,93870,272,370,Automatic,Petrol,"7,4 l/100 km",169 g/km,67800,911 Carrera Aut. Xenon Nav Approved bis 9 23
246183,volkswagen,Volkswagen T6.1 California,red,23-Apr,2023,93870,110,150,Automatic,Diesel,"6,6 l/100 km",173 g/km,5,"6.1 2.0TDi Ocean-Edition DSG 110 kW (150 PS), A..."
22184,audi,Audi Q8 e-tron,grey,23-May,2023,93850,300,408,Automatic,Electric,,481 km Reichweite,1100,55 quattro edition S line PANO AHK B&O MATRIX LEDE
96143,land-rover,Land Rover Range Rover,black,20-Jun,2020,93850,386,525,Automatic,Petrol,"14,6 l/100 km",329 g/km,42000,"5.0 Vogue Black Pano/Luft/21""/AHK Navi/Pano.-Dach"
125031,mercedes-benz,Mercedes-Benz E 63 AMG,white,19-Jul,2019,93800,450,612,Automatic,Petrol,"12,1 l/100 km",273 g/km,11679,Mercedes-AMG E 63 S 4M 360° Multibeam Drivers P
126333,mercedes-benz,Mercedes-Benz GLS 400,white,20-May,2020,93800,243,330,Automatic,Diesel,,0 g/km,119882,"d 4M AMG Line Night 23"" Sitzklima Pano"
127976,mercedes-benz,Mercedes-Benz GLE 450,red,22-Dec,2022,93775,270,367,Automatic,Petrol,"9,8 l/100 km",222 g/km,14900,4M AMG+NIGHT+STANDHZG+PANO+AHK+KEYLESS
22364,audi,Audi Q7,black,23-May,2023,93770,210,286,Automatic,Diesel,"8,2 l/100 km",214 g/km,1100,50 TDI quattro S-Line competition plus B&O
51899,dodge,Dodge RAM,silver,22-Nov,2022,93745,295,401,Automatic,LPG,"14,7 l/100 km",325 g/km,10,1500 LIMITED LPG/Luftfed./BedUtility
97649,maserati,Maserati Ghibli,black,21-Mar,2021,93700,427,581,Automatic,Petrol,,#NAME?,29721,"Trofeo CARBON SCHIEBEDACH LED 21"" B&W DAB"
22501,audi,Audi Q8,black,23-Apr,2023,93689,210,286,Automatic,Diesel,"8,6 l/100 km",224 g/km,5000,50 TDI QUATT S LINE MATRIX+AHK+LUFT+PANO+360°
96839,land-rover,Land Rover Range Rover Velar,grey,23-Feb,2023,93596,221,300,Automatic,Hybrid,,46 km Reichweite,3463,"P400e S 221 kW, 5-türig (Benzin/"
37315,bmw,BMW M3,blue,18-May,2018,93500,331,450,Automatic,Petrol,"8,3 l/100 km",194 g/km,1398,Competiton * 30 Jahre * 1/500 * NEUWERTIG
96340,land-rover,Land Rover Range Rover,black,21-Aug,2021,93500,221,300,Automatic,Hybrid,"3,2 l/100 km",72 g/km,106407,"D300 HSE Dyn. 22"" AHK Standhzg  Pano.-Dach"
97221,maserati,Maserati GranCabrio,white,13-Jul,2013,93500,338,460,Automatic,Petrol,"14,5 l/100 km",337 g/km,55000,4.7 V8 MC Automatik/CARBON/BOSE/SHZ
119425,mercedes-benz,Mercedes-Benz G 500,brown,17-Oct,2017,93500,310,421,Automatic,Petrol,"12,3 l/100 km",#NAME?,50500,G 500 7G-TRONIC
167539,porsche,Porsche Panamera,black,19-Jul,2019,93500,338,460,Automatic,Petrol,"10,6 l/100 km",242 g/km,56486,GTS Sport Turismo Sportabgasanlage BOSE
167788,porsche,Porsche Taycan,white,20-Apr,2020,93500,420,571,Automatic,Electric,,370 km Reichweite,38860,E-Hybrid | Panorama | Luftfederung |
41369,bmw,BMW X6 M,grey,21-Mar,2021,93499,390,530,Automatic,Petrol,"10,2 l/100 km",261 g/km,34750,NAV+LASER+HEAD-UP+PANO+22ZO+DAP+H&K+E6dT
41788,bmw,BMW M3,black,21-Sep,2021,93499,375,510,Unknown,Petrol,"10,2 l/100 km",234 g/km,34000,/COMPETITION/CARBON/H&K/CERAMIC/TRACK PACK
96764,land-rover,Land Rover Discovery,grey,23-Mar,2023,93499,265,360,Automatic,Petrol,"11,2 l/100 km",252 g/km,3955,P360 R-DYNAMIC HSE 7 Sitzer Standheizu
41760,bmw,BMW M850,black,21-Dec,2021,93490,390,530,Automatic,Petrol,"9,9 l/100 km",226 g/km,12500,i xDrive Gran Coupé NP: 163.000 Euro
96262,land-rover,Land Rover Range Rover Sport,grey,21-Apr,2021,93490,221,300,Automatic,Diesel,"9,1 l/100 km",239 g/km,15500,D300 HSE Dyn. Panoramadach AHK
128856,mercedes-benz,Mercedes-Benz V 300,red,23-Jan,2023,93490,174,237,Automatic,Diesel,"7,2 l/100 km",191 g/km,12000,"d 4M/AV/ED/Lang/StHzg./AHK/19""/AMG-Line  AMG Line"
128463,mercedes-benz,Mercedes-Benz,white,22-Jun,2022,93485,174,237,Unknown,Diesel,,#NAME?,15500,GLC 220 d 4Matic 9G-TRONIC Avantgarde Advanced
165159,porsche,Porsche 991,black,13-Sep,2013,93480,257,349,Automatic,Petrol,"8,4 l/100 km",198 g/km,44800,911 Carrera Cabrio PDLS BOSE Erstbesitz
96638,land-rover,Land Rover Range Rover Velar,silver,22-Dec,2022,93444,221,300,Automatic,Diesel,"6,9 l/100 km",183 g/km,2000,D300 R-Dynamic SE Allrad Luftfederung AD AHK-abneh
22113,audi,Audi Q8,grey,23-May,2023,93398,210,286,Automatic,Diesel,"7,1 l/100 km",225 g/km,10,50 TDI 286 2xS line 22Z PanoD Matrix AHK B&O
42162,bmw,BMW M4,yellow,22-Jan,2022,93350,375,510,Automatic,Petrol,,#NAME?,12900,Competition M xDrive Cabrio-LASERLICHT-LIVE COCKPI
96660,land-rover,Land Rover Range Rover Velar,white,22-Dec,2022,93200,294,400,Automatic,Hybrid,"2,3 l/100 km",53 g/km,1000,P400e AWD R-Dynamic HSE
97688,maserati,Maserati Levante,blue,22-Feb,2022,93200,316,430,Automatic,Petrol,"12,6 l/100 km",284 g/km,24000,S GranSport/Fahrassist+/Carbon/B&W
126279,mercedes-benz,Mercedes-Benz GLS 400,silver,20-May,2020,93199,243,330,Automatic,Diesel,"7,9 l/100 km",239 g/km,64571,d 4M AMG+MBUX+DISTRO+MULTI+AIRMATIC+360°
37653,bmw,BMW M3,grey,18-Jan,2018,93000,338,460,Automatic,Petrol,,#NAME?,6600,CS
125877,mercedes-benz,Mercedes-Benz SL 500,black,20-Mar,2020,93000,335,455,Automatic,Petrol,"9,8 l/100 km",223 g/km,44586,AMG Line Sport Paket DAB Harman Kardon
167485,porsche,Porsche Panamera,black,19-Mar,2019,93000,338,460,Automatic,Petrol,"10,3 l/100 km",235 g/km,66606,GTS Carbon/Keramik/Massage/360°/Pano/
165748,porsche,Porsche 911,white,15-Jan,2015,92991,294,400,Manual,Petrol,"9,9 l/100 km",235 g/km,47500,/991.1/Carrera 4S/Sauger/Handschalter/Chrono
762,alfa-romeo,Alfa Romeo Giulia,grey,19-Jun,2019,92990,375,510,Automatic,Petrol,"9,2 l/100 km",214 g/km,2845,Quadrifoglio NRing Edition  No.4 / 108
22860,audi,Audi Q8 e-tron,white,23-Mar,2023,92990,300,408,Automatic,Electric,,541 km Reichweite,7900,S line 55 e-tron quattro  300 kW
43136,bmw,BMW X5,black,23-May,2023,92990,210,286,Automatic,Diesel,"6,2 l/100 km",162 g/km,5100,xDrive30d M Sport Laserlicht HUD Harman/Kardon AHK
95958,land-rover,Land Rover Range Rover Sport,grey,20-Mar,2020,92990,386,525,Automatic,Petrol,"12,8 l/100 km",291 g/km,23000,P525 V8 HSE Dynamic WINTER-PAKET MERIDIAN DAB
96090,land-rover,Land Rover Range Rover,black,20-Jan,2020,92990,250,340,Automatic,Diesel,,#NAME?,99713,Vogue 1HD|HUP|360*|PANO|AHK|MERIDIAN
96269,land-rover,Land Rover Range Rover Sport,grey,21-Jul,2021,92990,297,404,Automatic,Hybrid,"10,7 l/100 km",242 g/km,14899,P400 PHEV HSE / Panorama + 21 Zoll *1.Hand
127556,mercedes-benz,Mercedes-Benz GLE 53 AMG,white,21-Apr,2021,92990,320,435,Automatic,Petrol,"9,6 l/100 km",220 g/km,26200,AMG GLE 53 4MATIC BURMEISTER+AHK+PANO+MULTIBEAM
129033,mercedes-benz,Mercedes-Benz GLE 400,silver,23-Mar,2023,92990,243,330,Automatic,Diesel,"7,5 l/100 km",199 g/km,9000,d 4M AMG+NIGHT+PANO+360+AHK+LED+FAHRASS+9G
129105,mercedes-benz,Mercedes-Benz GLE 350,silver,23-Jan,2023,92990,143,194,Automatic,Diesel Hybrid,"0,9 l/100 km",24 g/km,9000,"de 4M AMG+NIGHT+PANO+360+AHK+MULTIBEAM+21"""
165896,porsche,Porsche 991,black,16-Jun,2016,92990,272,370,Automatic,Petrol,"7,7 l/100 km",177 g/km,88352,.2 911 Carrera 4 Approved SportChrono Sportab
165903,porsche,Porsche 911,black,16-Jun,2016,92990,272,370,Automatic,Petrol,"7,7 l/100 km",177 g/km,88352,"Turbo 3.6i V6 SHZ/SBL KeyLess Bose Pano 21"""
243569,volkswagen,Volkswagen T6.1 California,beige,22-Nov,2022,92990,150,204,Automatic,Diesel,"7,1 l/100 km",188 g/km,100,Ocean 2.0 TDI+DSG+4M+NAVI+ACC+LANE ASSIST
118895,mercedes-benz,Mercedes-Benz AMG GT,white,16-Feb,2016,92980,375,510,Automatic,Petrol,"9,4 l/100 km",219 g/km,83970,Edition One Pano Performance  1Hd MB100
95839,land-rover,Land Rover Range Rover,blue,20-Jun,2020,92950,386,525,Automatic,Petrol,"12,7 l/100 km",289 g/km,30000,5.0 V8 Autobiography *Fond TV*
246519,volkswagen,Volkswagen T6 California,silver,23-Feb,2023,92950,150,204,Automatic,Diesel,"7,1 l/100 km",188 g/km,1001,T6.1 2.0 TDI 4 Motion California Ocean Edition
246696,volkswagen,Volkswagen T6 California,white,23-Jan,2023,92950,150,204,Automatic,Diesel,"7,1 l/100 km",188 g/km,50,T6.1 2.0 TDI 4 Motion Ocean Edition
165706,porsche,Porsche 991,silver,15-Aug,2015,92911,316,430,Automatic,Petrol,"9,5 l/100 km",225 g/km,122230,/911 Carrera GTS 3.8 Ltr. *APPROVED 05/24*
165707,porsche,Porsche 911,silver,15-Aug,2015,92911,316,430,Automatic,Petrol,"9,5 l/100 km",225 g/km,122230,991/911 Carrera GTS 3.8 Ltr. *APPROVED 05/24*
22494,audi,Audi Q7,black,23-May,2023,92900,210,286,Automatic,Diesel,"7,6 l/100 km",201 g/km,1585,S-LINE COMPETI/ 7-SITZE/MATRIX/ACC/22 ZOLL/PANO
23052,bentley,Bentley Continental GT,grey,16-Feb,2016,92900,373,507,Automatic,Petrol,"10,6 l/100 km",246 g/km,76755,Bentley Continental GT V8
51871,dodge,Dodge Charger,black,22-Jan,2022,92900,527,717,Automatic,Petrol,"19,9 l/100 km",388 g/km,15744,Dodge Charger WIDEBODY SRT Hellcat GRAIL Auspuff
